COURSE,COURSE NUMBER,COURSE SECTION,INSTRUCTOR NAME,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
PLANTBI,113,1,"BRUNS, T D        ",3,1,3,2,3,0,0,1,0,0,0,0,1,3,,0,,0
PLANTBI,113,2,"BRUNS, T D        ",3,10,2,0,3,1,0,0,0,0,0,0,0,5,,0,,0
PLANTBI,135,1,"MELIS, A          ",0,8,12,6,7,1,1,2,0,0,0,0,0,1,,0,,0
PLANTBI, 135L,1,"MELIS, A          ",2,0,3,0,2,1,0,0,1,0,0,0,0,0,,0,,0
PLANTBI, 135L,2,"MELIS, A          ",4,1,2,1,2,3,0,1,0,0,0,0,0,0,,0,,0
PLANTBI,150,1,"SUNG, Z R         ",1,3,4,4,2,3,2,2,1,0,1,1,0,0,,0,,0
PLANTBI, 150L,1,"SUNG, Z R         ",3,3,5,3,2,0,0,0,0,0,0,0,0,0,,0,,0
PLANTBI,185,1,"RUZIN, S E        ",0,3,7,5,2,9,2,3,0,0,0,0,0,1,,0,,0
PLANTBI,198,2,"GRONSBELL, J      ",0,0,0,0,0,0,0,0,0,0,0,0,0,4,,1,,0
PLANTBI,198,3,"SPECHT, C D       ",0,0,0,0,0,0,0,0,0,0,0,0,0,7,,1,,0
PLANTBI,C112,1,"RYAN, K R         ",2,4,4,13,7,9,4,5,1,2,3,0,0,0,,0,,0
PLANTBI,C112L,1,"KOMEILI, A        ",0,0,4,1,3,3,0,0,0,0,0,0,0,0,,0,,0
PLANTBI,C112L,2,"KOMEILI, A        ",0,2,2,4,3,3,0,0,0,0,0,0,0,0,,0,,0
PLANTBI,C116,1,"COATES, J D       ",0,0,2,3,3,1,0,0,1,0,0,0,0,2,,1,,0
POL SCI,1,1,"PIERSON, P        ",0,25,55,50,55,35,13,16,6,2,2,2,6,51,,7,,2
POL SCI,2,1,"FISH, M S         ",2,41,115,97,35,15,8,2,0,0,0,0,4,41,,0,,2
POL SCI,3,1,"WITTENBERG, J     ",1,63,45,60,56,26,22,12,10,5,6,1,6,3,,5,,1
POL SCI,5,1,"GUROWITZ, A       ",0,37,66,74,55,22,7,5,1,1,1,0,2,31,,4,,1
POL SCI,102,1,"BIMES, T L        ",2,4,8,11,14,3,3,1,2,1,0,0,3,0,,2,,0
POL SCI, 112C,1,"BROWN, W L        ",0,13,22,40,41,18,14,8,0,0,0,0,2,2,,2,,1
POL SCI, 118AC,1,"PERMAUL, N        ",0,3,10,20,12,6,1,0,0,0,0,1,1,0,,0,,0
POL SCI, 138E,1,"VOGEL, S K        ",0,14,36,24,16,6,2,1,0,0,0,0,1,2,,0,,1
POL SCI, 139D,1,"POST, A E         ",0,6,10,2,11,6,3,7,1,0,0,0,1,0,,2,,0
POL SCI, 140F,1,"CHIMA, J S        ",2,7,10,4,2,1,0,0,1,0,0,0,1,0,,0,,0
POL SCI, 141C,1,"WITTENBERG, J     ",1,9,7,5,7,2,5,4,2,2,3,2,2,0,,0,,0
POL SCI, 143B,1,"PEMPEL, T         ",0,16,5,9,8,4,3,2,2,0,0,0,1,0,,0,,1
POL SCI, 143C,1,"O'BRIEN, K        ",0,9,12,8,16,4,2,1,0,0,1,0,1,1,,0,,0
POL SCI, 144B,1,"LEE, H Y          ",0,9,12,10,14,3,3,0,0,0,0,0,1,0,,0,,0
POL SCI, 146A,1,"ARRIOLA, L R      ",0,8,8,12,10,5,2,1,0,0,1,0,0,1,,0,,1
POL SCI, 147F,1,"LEVY, J D         ",2,15,15,1,3,8,1,1,3,0,0,0,1,0,,0,,2
POL SCI, 149E,1,"ZOOK, D C         ",1,16,16,20,32,7,5,2,0,1,0,0,2,2,,1,,4
POL SCI,150,1,"FARHANG, S        ",1,10,6,4,4,0,0,0,0,0,0,0,0,0,,0,,0
POL SCI, 164A,1,"STOKER, L         ",13,36,34,22,28,21,15,17,12,6,5,0,6,1,,2,,1
POL SCI,166,1,"HERO, R E         ",0,9,14,11,26,11,6,8,4,0,2,0,5,1,,0,,1
POL SCI,171,1,"LEMPERT, E T      ",0,11,15,9,6,3,6,0,1,0,0,0,2,0,,0,,0
POL SCI,179,1,"ROSS, A D         ",0,0,0,0,0,0,0,0,0,0,0,0,0,573,,89,,0
POL SCI,191,1,"COLLIER, D        ",0,13,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
POL SCI,191,2,"SILVERBERG, H     ",0,3,8,3,1,1,0,0,0,0,0,0,0,0,,0,,0
POL SCI,191,3,"VOGEL, S K        ",0,3,7,2,0,1,0,0,0,0,0,0,0,0,,0,,1
POL SCI,191,4,"ANSELL, C K       ",0,5,8,2,3,0,0,0,0,0,0,0,0,0,,0,,1
POL SCI,191,5,"ZIEGLER, J N      ",0,2,5,6,2,0,0,0,0,0,0,0,0,0,,0,,1
POL SCI,191,6,"STIMSON, S C      ",0,14,4,0,1,0,0,0,0,0,0,0,0,0,,0,,0
POL SCI,198,2,"WIN - THU, J Y    ",0,0,0,0,0,0,0,0,0,0,0,0,0,28,,3,,0
POL SCI,198,3,"MAKAREMI, S       ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,0
POL SCI,C135,1,"POWELL, R L       ",0,22,7,10,31,7,6,7,11,1,4,0,3,12,,14,,0
POL SCI,C196W,1,"CAIN, B           ",0,10,6,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PSYCH,1,1,"GADE, C J         ",64,141,94,39,33,21,8,8,2,1,2,1,3,20,,1,,0
PSYCH,2,1,"CHEN, S H         ",21,55,18,7,10,6,2,3,3,0,1,0,1,14,,5,,0
PSYCH,2,2,"JOHN-HENDERSON, N ",14,49,34,14,19,10,2,6,2,1,0,0,1,29,,3,,0
PSYCH,2,3,"ROSNER, Z A       ",19,49,23,20,18,9,7,3,2,1,0,0,2,23,,6,,0
PSYCH, 039E,1,"SHIMAMURA, A P    ",0,13,2,1,1,0,0,0,0,0,0,0,0,3,,0,,0
PSYCH,98,11,"HESSE, E D        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PSYCH,101,1,"THEUNISSEN, F E   ",9,30,26,19,37,9,15,17,8,0,3,0,4,1,,7,,0
PSYCH,109,1,"SAMMARTINO, J     ",10,10,16,4,1,1,0,0,0,0,0,0,1,3,,0,,0
PSYCH,119,1,"PRESTI, D E       ",15,25,24,25,24,8,2,11,1,0,1,0,2,6,,0,,0
PSYCH,128,1,"GRIFFITHS, T      ",3,4,3,2,0,0,0,0,0,0,0,0,0,3,,0,,1
PSYCH,130,1,"HARVEY, A G       ",5,95,34,20,29,5,4,6,3,0,0,0,0,4,,1,,0
PSYCH,133,1,"WALKER, M P       ",19,105,78,39,22,4,1,2,0,0,0,1,1,11,,1,,0
PSYCH,140,1,"XU, F             ",16,64,24,15,35,10,6,11,2,3,4,0,1,7,,3,,0
PSYCH,146,1,"MAIN, M B         ",1,15,14,10,6,4,5,2,3,0,0,2,2,6,,3,,1
PSYCH,148,1,"CAMPOS, J         ",4,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PSYCH,150,1,"AYDUK, O N        ",3,38,35,24,40,11,10,9,2,1,1,1,7,28,,5,,1
PSYCH,160,1,"KELTNER, D        ",11,131,15,11,52,2,8,9,1,0,0,0,0,27,,2,,1
PSYCH, 167AC,1,"MENDOZA-DENTON, R ",37,66,29,21,17,4,5,6,1,0,1,0,3,29,,2,,0
PSYCH,168,1,"NOVIS DEUTSCH, N S",1,5,6,1,1,0,0,0,0,0,0,0,0,0,,0,,0
PSYCH,197,8,"CHEN, S           ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
PSYCH,198,11,"HESSE, E D        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PSYCH, 290Q,1,"GRIFFITHS, T      ",3,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,,1
PSYCH,C112,1,"FRANCIS, D D      ",6,18,17,7,5,6,6,0,0,0,0,0,0,9,,0,,0
PSYCH,C120,1,"JUSTUS, T C       ",5,30,15,11,6,4,4,0,3,4,2,0,2,2,,3,,0
PSYCH,C123,1,"CANINI, K         ",1,3,2,1,0,0,0,0,1,0,1,2,0,0,,0,,0
PSYCH,C127,1,"IVRY, R           ",3,11,16,11,16,8,4,2,1,0,0,0,2,7,,0,,0
PUB POL,101,1,"ROSENTHAL, L A    ",6,14,18,32,15,2,2,0,0,0,0,0,0,3,,1,,3
PUB POL,156,1,"O'HARE, M         ",3,8,10,1,4,3,0,0,0,0,0,0,0,1,,0,,1
PUB POL,190,1,"FARHANG, S        ",1,30,18,10,3,4,0,0,0,0,0,0,0,3,,0,,0
PUB POL,190,3,"ULRICH, R         ",0,1,4,3,2,3,0,6,0,0,0,0,1,4,,0,,0
PUB POL,190,6,"STERN, R          ",0,4,4,3,2,1,1,2,0,0,0,0,0,2,,0,,0
PUB POL,190,12,"DAYONOT, T M      ",1,9,24,9,0,0,0,0,0,0,0,0,0,0,,0,,1
PUB POL,C184,1,"KOOMEY, J G       ",1,3,1,1,1,2,0,0,0,0,0,0,0,2,,0,,4
RHETOR,10,1,"BATES, D W        ",0,30,40,31,33,8,15,3,1,1,1,0,3,13,,4,,1
RHETOR,24,1,"MELIA, D F        ",0,13,0,0,0,0,0,0,0,0,0,0,0,2,,0,,0
RHETOR,98,1,                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,1,,0
RHETOR, 103A,1,"BRYEN, A Z        ",0,21,20,21,34,8,2,3,1,0,0,0,4,1,,2,,0
RHETOR,106,1,"ESMEIR, S         ",0,5,7,5,2,0,0,1,0,0,0,0,1,1,,1,,0
RHETOR,107,1,"MIALET, H         ",1,12,3,1,1,1,0,0,0,0,0,0,0,2,,0,,0
RHETOR,108,1,"NADDAFF, R        ",0,2,6,2,5,1,0,0,0,0,0,0,1,1,,0,,0
RHETOR,114,1,"GUTTERRIEZ, F R   ",0,5,14,1,1,0,0,0,0,0,0,0,1,0,,1,,3
RHETOR,121,1,"MASCUCH, M J      ",0,7,9,6,11,3,0,0,1,0,0,0,0,0,,0,,1
RHETOR,129,1,"MASCUCH, M J      ",0,3,4,5,5,1,1,0,1,0,0,0,1,1,,2,,2
RHETOR, 135T,1,"JONES, E M        ",5,9,4,1,0,2,0,0,0,0,0,0,0,0,,0,,0
RHETOR, 152AC,1,"PERMAUL, N        ",0,7,5,6,9,0,0,0,0,0,0,0,0,1,,0,,0
RHETOR,153,1,"GOLDMAN, L C      ",0,4,4,9,2,0,0,0,0,0,0,0,0,2,,0,,0
RHETOR,156,1,"BASSIRI, N R      ",0,15,2,3,1,0,0,0,0,0,0,0,1,1,,1,,0
RHETOR, 159A,1,"CONSTABLE, M      ",0,4,6,5,3,1,0,0,0,0,0,0,0,1,,0,,0
RHETOR,160,1,"WESTON, N A       ",0,1,6,7,1,0,0,1,0,0,2,0,2,6,,0,,0
RHETOR,168,1,"ESMEIR, S         ",0,9,8,3,0,2,0,0,0,0,0,0,1,1,,0,,2
RHETOR,172,1,"GUTTERRIEZ, F R   ",0,8,9,10,0,0,0,0,0,0,0,0,1,0,,0,,1
RHETOR,R001A,1,"WRIGHT, A E       ",2,5,12,9,3,1,0,0,0,0,0,0,0,0,,0,,0
RHETOR,R001A,2,"LUM, J            ",0,4,12,5,2,2,0,1,0,1,0,0,0,0,,0,,0
RHETOR,R001A,3,"BASSIRI, N R      ",0,8,3,3,0,0,0,0,0,0,0,0,1,0,,0,,0
RHETOR,R001A,4,"SILMI, A          ",0,2,1,3,3,2,0,0,0,0,0,0,1,0,,0,,0
RHETOR,R001A,5,"UDEKWU, O A       ",0,3,8,2,1,0,0,0,0,0,0,0,0,0,,1,,0
RHETOR,R001A,6,"NAPOLIN, J B      ",0,2,8,4,2,0,0,0,0,0,0,0,0,1,,0,,0
RHETOR,R001A,7,"NAPOLIN, J B      ",0,3,5,6,2,1,0,0,0,0,0,0,0,0,,0,,0
RHETOR,R001A,8,"BAR, N            ",0,6,4,2,3,1,0,0,0,0,0,0,0,0,,0,,0
RHETOR,R001B,1,"JAMGOCHIAN, A H   ",1,8,2,3,2,0,1,0,0,0,0,0,0,0,,0,,0
RHETOR,R001B,2,"MINCH, M          ",0,8,11,5,0,1,0,0,1,0,0,0,1,0,,0,,0
RHETOR,R001B,3,MORALES-FRANCESCHI,0,6,1,1,6,0,0,0,0,0,0,0,0,1,,0,,0
RHETOR,R001B,4,"ARMSTRONG, M P    ",0,12,20,4,0,0,0,0,0,0,0,0,0,0,,0,,1
RHETOR,R001B,5,"JAMGOCHIAN, A H   ",2,5,6,3,0,0,0,0,0,0,0,0,0,0,,0,,0
AEROSPC, 001A,1,"BAUTISTA, D       ",1,3,5,3,4,0,2,0,0,0,0,0,0,1,,0,,0
AEROSPC, 002A,1,"BAUTISTA, D       ",0,3,5,2,1,1,0,0,0,0,0,0,0,0,,0,,0
AEROSPC,100,1,"RICE, C L         ",0,0,0,0,0,0,0,0,0,0,0,0,0,36,,1,,0
AEROSPC, 135A,1,"RICE, C L         ",5,1,2,1,0,1,0,0,0,0,0,0,0,0,,0,,0
MIL AFF,1,1,"NEGIN, J          ",0,31,1,1,3,0,1,1,0,0,0,0,0,9,,2,,2
MIL AFF, 145A,1,"STONE, B E        ",3,5,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
MIL SCI,2,1,"BARNES, B L       ",13,3,0,0,0,0,0,0,0,0,0,0,2,2,,0,,0
MIL SCI,100,1,"BARNES, B L       ",0,11,1,3,1,0,0,0,0,0,0,0,0,1,,0,,0
MIL SCI,141,1,"NEGIN, J          ",0,3,0,1,3,0,0,0,0,0,0,0,0,0,,0,,0
NAV SCI,1,1,"ROOS, P           ",3,6,3,2,2,1,0,0,0,0,0,0,0,0,,0,,1
NAV SCI,3,1,"EGGERS, H B       ",2,3,10,4,0,1,1,0,0,0,0,0,0,0,,0,,0
NAV SCI, 012A,1,"ERICKSON, E N     ",0,2,0,1,1,1,0,0,0,0,0,0,0,1,,0,,0
BANGLA, 001A,1,"BASU, A           ",1,1,2,1,0,0,0,0,0,0,0,0,0,1,,0,,2
FILIPN, 001A,1,"ABAN, C C         ",8,9,3,0,0,0,0,0,0,0,0,0,0,0,,0,,1
FILIPN, 001A,2,"BARRIOS-LEBLANC, M",1,19,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
FILIPN, 100A,1,"BARRIOS-LEBLANC, M",6,16,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
FILIPN, 101A,1,"BARRIOS-LEBLANC, M",5,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
HIN-URD, 001A,1,"HUETTEMANN, A L   ",0,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0
HIN-URD, 001A,2,"HUETTEMANN, A L   ",0,5,2,1,0,0,0,0,0,0,0,0,0,1,,0,,0
HIN-URD, 001A,3,"PARSON, R B       ",0,10,3,1,4,0,0,0,0,0,0,0,0,4,,0,,0
HIN-URD, 002A,1,"JALIL, Q          ",0,4,1,0,0,0,0,0,0,0,0,0,0,1,,0,,0
HIN-URD, 100A,1,"HUETTEMANN, A L   ",0,4,1,3,0,0,0,0,0,0,0,0,0,3,,1,,0
HIN-URD, 101A,1,"JAIN, U R         ",0,3,0,1,0,0,0,0,0,0,0,0,0,1,,0,,0
KHMER, 001A,1,"SMITH, F J        ",5,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,0
KHMER, 100A,1,"SMITH, F J        ",4,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0
KHMER, 101A,1,"SMITH, F J        ",0,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
MALAY/I, 001A,1,"LUNDE, N K        ",1,21,1,1,0,0,0,0,0,0,0,0,0,0,,1,,0
MALAY/I, 100A,1,"LUNDE, N K        ",0,11,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
PUNJABI, 001A,1,"UBHI, U K         ",2,11,4,2,1,0,0,0,0,0,0,0,0,0,,1,,0
PUNJABI, 100A,1,"UBHI, U K         ",1,4,5,0,0,0,0,1,0,0,1,0,0,1,,0,,0
S ASIAN, 001A,1,"KNUTSON, J R      ",3,10,7,3,1,1,2,0,0,0,0,0,1,4,,0,,1
S ASIAN,148,1,"FARUQUI, M D      ",0,6,12,4,1,1,0,0,0,0,0,0,0,8,,1,,0
S ASIAN,C140,1,"GOLDMAN, R P      ",0,15,20,11,3,1,0,0,0,0,0,0,1,5,,0,,0
S ASIAN,C141,1,"LITTLE, L R       ",1,2,5,2,1,1,0,0,0,0,0,0,0,1,,1,,3
S ASIAN,R005A,3,"SAYAR, Y S        ",0,4,4,5,1,1,0,0,0,0,0,0,0,0,,0,,0
S ASIAN,R005A,4,"MURCHIE, I A      ",0,1,1,6,3,5,1,0,0,0,0,0,0,0,,0,,0
S ASIAN,R005A,5,"CHIRUMAMILLA, P   ",0,2,5,5,0,2,0,2,0,0,1,0,0,0,,0,,0
S ASIAN,R005A,6,"BAUSCH, L         ",0,4,5,4,4,0,0,0,0,0,0,0,0,0,,0,,0
"S,SEASN",24,1,"EDWARDS, P S      ",0,1,5,1,1,0,0,0,0,0,0,0,0,6,,0,,0
"S,SEASN", 039G,1,"HART, K           ",0,3,1,4,0,0,0,0,0,0,0,0,0,4,,0,,0
"S,SEASN",84,1,"BARRIOS-LEBLANC, M",1,10,1,0,0,0,0,0,0,0,0,0,0,2,,1,,0
"S,SEASN",120,1,"ALI, N            ",2,1,4,1,1,0,0,0,0,0,1,0,1,0,,0,,0
"S,SEASN",120,2,"LEWIS, S          ",0,4,3,4,0,1,0,0,0,0,0,0,1,0,,0,,0
"S,SEASN",C052,1,"BAUMS, S          ",1,8,7,5,4,1,0,0,0,0,0,0,1,3,,1,,0
"S,SEASN",R005A,1,"CAO, T            ",0,4,9,2,2,0,0,0,0,0,0,0,0,0,,0,,0
"S,SEASN",R005A,2,"LOWMAN, I N       ",0,2,7,5,1,1,0,0,0,0,0,0,0,0,,0,,0
"S,SEASN",R005A,3,"LOWMAN, I N       ",0,3,5,5,3,0,0,0,0,0,0,0,0,1,,0,,0
SANSKR, 100A,1,"GOLDMAN, S J      ",0,3,1,1,3,0,0,0,0,0,0,0,0,1,,1,,0
SANSKR, 101A,1,"GOLDMAN, S J      ",0,3,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0
SEASIAN, 010A,1,"EDWARDS, P S      ",0,3,9,10,5,1,0,2,1,1,0,0,2,5,,1,,0
SEASIAN,128,1,"TIWON, S C        ",0,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,,1
TAMIL, 001A,1,"HART, K           ",0,2,1,2,0,0,0,0,0,0,0,0,0,0,,0,,0
TAMIL, 101A,1,"HART, K           ",0,6,1,0,1,0,0,0,0,0,0,0,0,0,,0,,1
TELUGU, 001A,1,"SUNKARI, H        ",0,3,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
THAI, 100A,1,"CHOWCHUVECH, S    ",1,3,3,1,0,0,1,0,0,0,0,0,0,0,,0,,0
VIETNMS, 001A,1,"TRAN, B H         ",1,14,7,1,1,0,0,0,0,0,0,0,0,0,,0,,0
VIETNMS, 001A,2,"TRAN, B H         ",4,14,5,2,0,0,0,0,0,0,0,0,0,0,,0,,0
VIETNMS, 100A,1,"TRAN, B H         ",1,19,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
VIETNMS, 100A,2,"TRAN, H           ",0,2,8,0,0,0,0,0,0,0,0,0,0,0,,0,,1
VIETNMS, 101A,1,"TRAN, H           ",0,1,3,0,0,0,0,0,0,0,0,0,0,1,,0,,0
SCANDIN, 001A,1,"MOLLER, K         ",4,3,4,1,0,0,0,0,0,0,0,0,0,1,,0,,0
SCANDIN, 001A,2,"MOLLER, K         ",2,6,0,0,1,0,0,0,0,0,0,0,0,2,,0,,0
SCANDIN, 002A,1,"TUOMAINEN, S M    ",0,4,2,1,0,0,0,0,0,0,0,0,0,2,,0,,0
SCANDIN, 003A,1,"MOLLER, K         ",0,6,0,4,0,0,0,0,0,0,0,0,1,2,,1,,0
SCANDIN, 004A,1,"MOLLER, K         ",2,5,4,2,0,0,0,0,0,0,0,0,0,0,,0,,0
SCANDIN, 100A,1,"MOLLER, K         ",2,7,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
SCANDIN, 102A,1,"TUOMAINEN, S M    ",0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1
SCANDIN,106,1,"SANDERS, K L      ",4,16,15,11,6,4,2,2,0,0,0,0,0,4,,1,,0
SCANDIN,150,1,"RUGG, L H         ",0,4,2,1,1,1,1,0,0,0,0,0,0,0,,0,,0
SCANDIN,198,5,"DOXTATER, A E     ",0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0
SCANDIN,C160,1,"OLSEN, C G        ",0,7,7,4,3,0,1,0,0,0,0,0,0,8,,0,,1
SCANDIN,R005A,1,"STOKKEBYE, E      ",1,8,4,0,3,1,1,2,0,0,0,0,0,0,,0,,0
SCANDIN,R005A,2,"COUGHLIN, J M     ",0,6,6,4,1,0,0,0,0,0,0,0,1,0,,0,,0
SCANDIN,R005B,1,"HELTON, S M       ",0,7,3,1,5,0,0,0,0,0,0,0,1,0,,0,,0
SCANDIN,R005B,2,"THOMPSON, I       ",0,0,3,4,2,2,0,1,1,0,0,0,1,0,,0,,0
SCANDIN,R005B,3,"WARD, E           ",0,2,7,5,1,2,0,0,0,0,0,0,0,0,,0,,0
SCANDIN,R005B,4,"SCHJEIDE, E       ",1,9,2,1,2,1,0,0,0,0,0,0,0,0,,0,,1
SCANDIN,R005B,5,"HIDALGO, M S      ",0,3,4,1,6,1,2,0,0,0,0,0,0,0,,0,,0
SCANDIN,R005B,6,"OLSEN, C G        ",0,10,4,3,2,0,0,0,0,0,1,0,0,0,,0,,0
SCANDIN,R005B,7,"STOKKEBYE, E      ",3,7,5,1,1,1,0,0,0,0,0,0,1,0,,0,,1
EAEURST, 001A,1,"TOTH, G L         ",1,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
EAEURST, 002A,1,"NEGIP-SCHATT, S   ",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
EAEURST,100,1,"TOTH, G L         ",2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
EAEURST, 102A,1,"NEGIP-SCHATT, S   ",1,2,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
EURA ST, 001A,1,"MIKAELIAN, S I    ",1,5,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
EURA ST, 101A,1,"MIKAELIAN, S I    ",1,5,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
SLAVIC,1,2,"LITTLE, L C       ",0,5,1,0,1,0,0,2,0,0,0,0,1,2,,0,,0
SLAVIC,1,3,"LITTLE, L C       ",0,3,1,0,1,1,0,0,0,0,0,0,0,3,,0,,0
SLAVIC,2,1,"LITTLE, L C       ",0,2,2,0,0,3,0,1,0,0,0,0,0,1,,0,,0
SLAVIC,3,1,"LITTLE, L C       ",0,3,2,2,0,0,0,0,0,0,0,0,0,3,,0,,0
SLAVIC,4,1,"KAISER, M A       ",0,1,1,0,0,0,0,0,0,0,0,0,0,4,,0,,0
SLAVIC, 006A,1,"BALTER, K         ",0,4,2,0,0,0,0,0,0,0,0,0,0,3,,1,,0
SLAVIC, 025A,1,"FRICK, D A        ",1,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,,0
SLAVIC, 026A,1,"LANGER, E R       ",1,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
SLAVIC, 027A,1,"ALEXANDER, R      ",0,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,1
SLAVIC,45,1,"GOLBURT, L        ",0,20,10,1,5,3,1,1,0,0,0,0,0,10,,0,,0
SLAVIC, 103A,1,"ALEXEEV, A A      ",1,5,6,0,2,1,0,0,0,0,0,0,0,1,,0,,0
SLAVIC, 105A,1,"MUZA, A           ",1,9,0,1,1,1,0,0,0,0,0,0,0,2,,0,,0
SLAVIC, 115A,1,"FRICK, D A        ",0,0,2,0,0,1,0,0,0,0,0,0,0,0,,0,,0
SLAVIC, 116A,1,"KAVITSKAYA, D A   ",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
SLAVIC, 117A,1,"JANJIC, M         ",0,4,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
SLAVIC, 120A,1,"LITTLE, L C       ",0,5,1,1,0,0,0,0,0,0,0,0,0,2,,0,,0
SLAVIC, 134D,1,"NAIMAN, E         ",0,0,5,4,5,2,5,2,0,0,0,0,3,6,,0,,0
SLAVIC,138,1,"NESBET, A         ",0,1,4,1,1,1,0,1,0,0,0,0,0,1,,0,,0
SLAVIC,150,1,"FRICK, D A        ",0,3,1,1,0,1,0,0,0,0,0,0,0,1,,0,,1
SLAVIC,170,1,"ALEXANDER, R      ",2,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,0
SLAVIC,171,1,"ALEXANDER, R      ",0,3,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
SLAVIC,181,1,"GOLBURT, L        ",0,5,5,0,2,0,0,0,0,0,0,0,0,0,,0,,0
SLAVIC,R005A,1,"JOHNSON, Z S      ",0,0,3,8,6,0,0,0,0,0,0,0,0,0,,0,,0
SLAVIC,R005A,2,"KAYIATOS, A I     ",0,5,3,2,1,0,1,2,0,0,0,0,0,0,,0,,1
SLAVIC,R005B,1,"BROOKS, D A       ",0,0,5,4,6,1,0,0,0,0,0,0,1,0,,0,,0
SLAVIC,R005B,2,"SOSNAK, K M       ",0,1,7,5,3,1,0,0,0,0,0,0,0,0,,0,,0
SLAVIC,R005B,3,"LINDSEY, T S      ",0,6,4,4,1,0,0,1,0,0,0,0,0,0,,0,,0
SOC WEL,24,1,"MASON, M A        ",2,12,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
SOC WEL,98,1,"MERRILL, G S      ",0,0,0,0,0,0,0,0,0,0,0,0,0,28,,7,,0
SOC WEL,98,2,"BERRICK, J D      ",0,0,0,0,0,0,0,0,0,0,0,0,0,13,,2,,0
SOC WEL,110,1,"GROSSMAN, B F     ",1,10,9,5,7,5,2,4,0,1,0,0,1,0,,0,,1
SOC WEL,112,1,"STRITT, S         ",2,10,7,5,5,7,0,4,1,0,2,0,1,0,,0,,4
SOC WEL,114,1,"ZEMMELMAN, S E    ",3,7,20,8,4,3,2,0,0,0,0,0,1,0,,0,,0
SOC WEL,116,1,"BERRICK, J D      ",0,4,6,6,3,2,0,1,0,1,2,0,0,0,,0,,1
SOC WEL,198,1,"MERRILL, G S      ",0,0,0,0,0,0,0,0,0,0,0,0,0,23,,2,,0
SOC WEL,198,2,"BERRICK, J D      ",0,0,0,0,0,0,0,0,0,0,0,0,0,35,,1,,0
SOCIOL,1,1,"SMITH, S          ",24,122,77,42,34,13,7,6,5,0,1,0,7,15,,3,,2
SOCIOL, 003AC,1,"POWERS, B A       ",2,36,82,48,25,10,10,6,0,0,0,0,5,15,,5,,1
SOCIOL,5,1,"SANCHEZ-JANKOWSKI,",15,47,27,36,37,13,15,5,4,1,0,1,4,0,,4,,0
SOCIOL,98,3,"WILLER, R B       ",0,0,0,0,0,0,0,0,0,0,0,0,0,28,,1,,0
SOCIOL,98,4,"FISCHER, C S      ",0,0,0,0,0,0,0,0,0,0,0,0,0,13,,1,,0
SOCIOL,98,6,"KELSEY, M E       ",0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0
SOCIOL,101,1,"SWIDLER, A        ",6,47,43,24,32,17,1,7,7,0,1,0,7,0,,1,,1
SOCIOL,102,1,"TUGAL, C Z        ",6,12,38,24,16,11,5,2,2,0,0,0,1,0,,1,,2
