COURSE,COURSE NUMBER,COURSE SECTION,INSTRUCTOR NAME,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
GREEK,198,1,"FERRARI, G R      ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
LATIN,1,1,"MCLEOD, D B       ",6,2,0,1,2,0,0,0,0,0,0,0,0,1,,0,,0
LATIN,1,2,"WEAVERDYCK, E J   ",1,4,6,1,1,0,0,1,0,0,0,0,1,0,,2,,0
LATIN,1,3,"WEISS, N A        ",0,7,3,3,1,0,0,0,0,0,1,0,0,1,,1,,1
LATIN,1,4,"COCHRAN, S H      ",0,3,1,0,3,1,0,0,0,0,0,0,0,1,,2,,0
LATIN,2,1,"PISARELLO, A C    ",2,5,1,0,0,1,0,0,0,0,0,0,0,2,,0,,0
LATIN,10,1,"LANIER, J T       ",4,1,1,1,0,1,0,0,0,0,1,1,1,0,,0,,1
LATIN,100,1,"MURPHY, T M       ",2,3,0,1,0,0,0,1,0,0,0,0,0,0,,0,,0
LATIN,101,1,"HUDSON, J M       ",0,2,5,1,1,1,0,0,1,0,0,0,0,0,,0,,0
LATIN,116,1,"FURIYA, S         ",0,3,1,1,1,1,1,0,0,0,0,0,0,1,,0,,1
LATIN,140,1,"BEZNER, F         ",0,10,3,2,1,0,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,1,1,"BAPTISTE, M C     ",0,0,0,0,0,0,0,0,0,0,0,0,0,14,,0,,0
COLWRIT,1,2,"BAPTISTE, M C     ",0,0,0,0,0,0,0,0,0,0,0,0,0,13,,0,,0
COLWRIT, 010A,1,"HILL, C           ",0,12,4,0,0,0,0,0,0,0,0,0,0,1,,0,,0
COLWRIT, 010A,2,"LEVINE, J         ",0,6,7,3,0,0,0,0,0,0,0,0,0,0,,0,,0
COLWRIT, 050AC,1,"STEENLAND, P      ",0,1,0,1,1,0,0,0,0,0,0,0,0,1,,0,,0
COLWRIT,105,1,"HAMMONS, P J      ",0,11,5,1,1,0,0,0,0,0,0,0,0,1,,0,,0
COLWRIT,108,1,"SOKOLIK, M E      ",0,17,2,2,0,0,0,0,0,0,0,0,0,1,,0,,0
COLWRIT, 150AC,1,"STEENLAND, P      ",2,2,0,1,0,1,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,151,1,"COLE, C           ",6,4,1,2,3,1,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,1,"COLE, C           ",0,0,0,1,0,2,0,4,0,0,3,0,0,0,,0,,0
COLWRIT,R001A,2,"FLASH, D M        ",0,0,1,4,4,1,1,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,6,"BAPTISTE, M C     ",0,1,0,1,6,3,0,3,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,7,"STEENLAND, P      ",0,1,0,1,3,1,2,3,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,8,"LARKIN, M E       ",0,1,2,3,3,3,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,9,"FLASH, D M        ",0,0,3,3,5,1,1,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,10,"WILLIAMS, E T     ",0,0,2,2,5,2,0,0,1,0,0,0,0,0,,0,,0
COLWRIT,R001A,11,"LANG, J C         ",1,0,1,1,1,3,1,0,1,0,2,0,2,0,,0,,0
COLWRIT,R001A,12,"WALD, M           ",0,0,1,3,0,1,4,2,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,13,"LARKIN, M E       ",0,0,1,2,2,2,2,1,1,1,0,0,0,0,,0,,0
COLWRIT,R001A,14,"WILLIAMS, E T     ",0,0,2,4,5,1,0,0,1,0,0,0,0,1,,0,,0
COLWRIT,R001A,15,"OAKES, C J        ",0,0,2,4,5,2,1,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,16,"HAMMONS, P J      ",0,2,1,1,4,2,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,17,"HILL, C           ",0,0,4,3,4,2,0,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,18,"LEVINE, J         ",0,0,1,4,6,2,0,1,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,22,"BOBO, S           ",0,0,3,0,3,1,2,2,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,23,"CRISP, T E        ",1,1,2,2,5,1,0,0,0,1,0,0,0,0,,0,,0
COLWRIT,R001A,24,"BOBO, S           ",1,0,4,3,1,2,1,0,0,0,0,0,0,0,,0,,0
COLWRIT,R001A,25,"CHIANG, Y D       ",0,1,4,3,1,1,0,0,0,0,0,0,1,0,,0,,0
COLWRIT,R001A,27,"SOKOLIK, M E      ",0,1,2,3,5,0,1,0,0,0,0,0,0,0,,0,,1
COLWRIT,R004B,1,"LANG, J C         ",0,0,6,0,0,9,1,1,0,0,0,0,0,0,,0,,0
COLWRIT,R004B,2,"TOLLEFSON, S K    ",0,2,6,3,0,0,0,0,0,0,0,0,1,0,,0,,0
COLWRIT,R004B,3,"CRISP, T E        ",2,6,3,2,0,0,0,2,0,0,0,0,0,0,,0,,2
COLWRIT,R004B,4,"OAKES, C J        ",0,2,3,5,5,0,1,0,0,0,0,0,0,0,,0,,0
COLWRIT,R004B,5,"CHIANG, Y D       ",0,7,1,0,2,0,0,1,1,0,0,0,2,0,,0,,0
COLWRIT,R004B,7,"OFFEN-BROWN, G    ",0,3,4,1,2,0,0,3,0,0,0,0,0,0,,1,,1
COM LIT,20,1,"MCCARTHY, K       ",0,5,2,3,3,0,0,1,1,0,0,0,1,5,,0,,0
COM LIT,24,1,"TOLLEFSON, S K    ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,0
COM LIT, 060AC,1,"LIMA, E E         ",1,6,3,0,3,0,0,0,0,0,0,0,0,9,,2,,0
COM LIT,100,1,"RAM, H            ",1,4,1,1,3,1,0,0,0,0,0,0,0,0,,0,,0
COM LIT,100,2,"BRITTO, K A       ",0,7,6,2,4,1,0,0,0,0,0,0,0,0,,0,,0
COM LIT, 112A,1,"KOTZAMANIDOU, M   ",0,11,1,3,0,0,0,0,0,0,0,0,0,0,,0,,0
COM LIT,152,1,"REJHON, A C       ",0,1,0,2,2,0,1,0,0,0,0,0,0,0,,0,,0
COM LIT,155,2,"LIMA, E E         ",0,5,1,1,3,2,0,0,0,0,0,0,1,2,,0,,0
COM LIT,156,1,"MASIELLO, F R     ",2,7,6,1,0,0,0,0,0,0,0,0,1,1,,0,,1
COM LIT,170,1,"KAUFMAN, R G      ",0,2,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
COM LIT,171,1,"KOTZAMANIDOU, M   ",0,8,3,3,5,1,0,0,0,0,0,0,0,1,,0,,0
COM LIT,190,1,"LARGIER, N E      ",0,5,2,0,0,0,0,0,0,0,0,0,0,0,,0,,1
COM LIT,R001A,2,"BRITO, F          ",0,3,7,4,3,0,0,0,0,0,0,0,0,0,,0,,0
COM LIT,R001A,3,"WAGNER, L         ",0,4,2,7,1,0,1,0,0,0,0,0,0,0,,0,,0
COM LIT,R001A,4,"COHEN, K          ",0,7,2,2,5,0,1,0,0,0,0,0,0,0,,0,,0
COM LIT,R001A,5,"RAISCH, J         ",0,6,5,6,1,0,0,0,0,0,0,0,0,1,,0,,0
COM LIT,R001A,7,"LORENZ, S R       ",0,5,8,11,3,2,0,0,0,0,1,0,1,1,,0,,0
COM LIT,R001B,1,"PALAU, K R        ",0,9,10,4,6,0,0,2,1,0,0,0,0,0,,1,,0
COM LIT,R001B,2,"INCIARTE, M D     ",0,2,10,10,4,3,0,1,0,0,0,0,0,0,,0,,0
COM LIT,R001B,3,"BATTIS, S E       ",0,3,2,5,2,2,1,0,0,0,0,0,0,0,,0,,0
COM LIT,R001B,4,"SINGLETON, T D    ",0,9,17,5,2,0,0,0,0,0,0,0,0,0,,0,,0
COM LIT,R001B,5,"HAACKE, P         ",0,3,11,9,6,3,0,0,0,0,0,0,0,0,,0,,1
COM LIT,R001B,6,"CABALLERO, J      ",2,3,2,1,5,2,1,1,0,0,0,1,0,0,,0,,0
COM LIT,R001B,7,"HAACKE, P         ",0,2,11,14,2,1,0,0,0,0,0,0,1,0,,0,,0
COM LIT,R001B,8,"MCGLAZER, R       ",1,3,4,6,2,0,0,0,0,0,0,0,0,0,,0,,0
COM LIT,R001B,9,"GORDON, M         ",1,6,2,3,1,0,0,0,1,0,0,0,0,0,,0,,0
COM LIT,R001B,10,"RUBERG, B         ",4,7,4,0,1,1,0,1,0,0,0,0,0,0,,0,,0
COM LIT,R001B,11,"INCIARTE, M D     ",0,3,14,9,6,1,0,0,0,0,0,0,0,0,,1,,0
COM LIT,R001B,12,"ESTREICH, N C     ",0,5,6,3,1,0,0,0,0,0,0,0,1,0,,0,,0
COM LIT,R001B,13,"BULGER, J         ",0,6,5,1,1,1,0,2,0,0,0,0,0,0,,0,,0
COM LIT,R001B,15,"CREWE, J          ",0,6,14,6,4,1,0,0,0,1,0,0,0,0,,0,,1
COM LIT,R001B,16,"SINGLETON, T D    ",1,8,11,8,3,1,0,0,0,0,0,0,0,0,,0,,0
COM LIT,R001B,18,"BHAUMIK, S M      ",1,8,5,1,0,0,0,0,0,0,0,0,0,0,,0,,0
CY PLAN,110,1,"DOWALL, D E       ",1,20,21,18,24,12,7,8,1,1,1,0,5,14,,5,,0
CY PLAN, 113A,1,"WOLFE, M R        ",2,9,7,7,12,10,6,6,3,0,0,0,0,7,,1,,0
CY PLAN,115,1,"ROY, A            ",1,45,54,43,20,13,1,0,0,1,0,0,0,11,,2,,2
CY PLAN,140,1,"MACDONALD, E S    ",2,12,15,5,8,3,3,0,1,0,0,0,0,1,,0,,2
CY PLAN,190,1,"DEAR, M J         ",1,6,1,2,1,2,0,0,0,0,0,0,0,0,,2,,0
DEMOG,5,1,"JOHNSON-HANKS, J  ",1,12,3,2,2,1,0,0,1,0,0,0,1,3,,0,,0
DEMOG,110,1,"CHUNG, R E        ",4,9,6,12,2,1,2,0,2,0,0,0,1,1,,1,,0
DEMOG,198,1,"MASON, C N        ",0,0,0,0,0,0,0,0,0,0,0,0,0,9,,3,,0
DEMOG,C126,1,"WILMOTH, J R      ",1,7,2,3,3,0,0,0,0,0,0,0,0,0,,0,,2
AMERSTD, 010AC,1,"BRILLIANT, M      ",0,9,5,5,17,12,5,18,4,2,4,1,3,4,,4,,0
AMERSTD, 101AC,1,"COHEN, M M        ",0,32,12,12,26,12,7,8,8,0,1,0,2,14,,2,,1
AMERSTD,102,1,"MORAN, K S        ",0,13,1,1,2,1,0,0,0,0,0,0,0,0,,0,,2
AMERSTD,102,2,"PADILLA, G        ",0,2,2,4,2,2,0,0,0,0,0,0,0,0,,0,,0
AMERSTD,189,1,"SPEIRS, K         ",1,8,2,2,1,0,0,0,0,0,0,0,0,0,,0,,1
AMERSTD,189,2,"ELLIOTT, C        ",2,7,0,0,0,0,0,0,0,0,0,0,1,5,,0,,0
AMERSTD,191,1,"GOMER, J          ",0,2,2,2,2,1,1,2,3,0,1,0,0,0,,0,,0
AMERSTD,191,2,"PALMER, C         ",0,2,3,2,3,4,1,0,0,0,0,0,0,0,,0,,3
AMERSTD,C111E,1,"WAGNER, B         ",0,1,5,11,2,0,0,0,0,0,0,0,1,1,,0,,0
AMERSTD,C112A,1,"GROTH, P E        ",1,3,1,1,6,1,6,8,6,0,0,0,2,1,,0,,2
AMERSTD,C132B,1,"HOLLINGER, D A    ",0,2,2,4,5,1,0,0,2,0,0,0,0,1,,1,,0
AMERSTD,C134,1,"LAGUERRE, M S     ",0,2,3,3,2,0,0,0,0,0,0,0,0,0,,0,,0
AMERSTD,C152,1,"PIATOTE, B        ",0,1,0,2,0,0,0,0,0,0,0,0,0,0,,0,,0
AMERSTD,H110,1,"PALMER, C         ",0,5,2,3,0,0,0,0,0,0,0,0,0,0,,0,,2
AMERSTD,H195,1,"PALMER, C         ",1,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
COG SCI,98,2,"ROSCH, E H        ",0,0,0,0,0,0,0,0,0,0,0,0,0,14,,1,,0
COG SCI,98,3,"ROSCH, E H        ",0,0,0,0,0,0,0,0,0,0,0,0,0,18,,1,,0
COG SCI,98,4,"ROSCH, E H        ",0,0,0,0,0,0,0,0,0,0,0,0,0,18,,2,,0
COG SCI,198,2,"ROSCH, E H        ",0,0,0,0,0,0,0,0,0,0,0,0,0,31,,2,,0
COG SCI,198,3,"ROSCH, E H        ",0,0,0,0,0,0,0,0,0,0,0,0,0,45,,1,,3
COG SCI,C001,1,"LI, P             ",3,22,23,34,23,13,9,2,1,0,0,1,0,8,,2,,0
COG SCI,C100,1,"JUSTUS, T C       ",6,30,24,16,13,6,4,1,1,1,0,0,0,2,,0,,0
COG SCI,C104,1,"LAKOFF, G P       ",0,5,1,4,5,4,0,0,0,0,0,0,0,1,,1,,1
COG SCI,C127,1,"IVRY, R           ",0,7,9,10,42,9,3,3,4,1,1,1,0,6,,2,,0
COG SCI,C131,1,"CANINI, K         ",5,11,15,11,4,6,2,2,6,0,0,3,4,0,,0,,1
COG SCI,C142,1,"REGIER, T P       ",1,3,2,0,3,0,0,0,0,0,1,0,0,0,,0,,0
ENV SCI,10,1,"GOLDSTEIN, A H    ",0,14,13,11,41,21,2,15,4,0,0,0,0,26,,1,,0
ENV SCI, 196A,1,"SPREYER, K        ",0,9,15,5,3,0,0,0,0,0,0,0,0,0,,0,,4
ENV SCI, 196A,2,"MENDEZ, P K       ",0,10,6,1,0,0,0,0,0,0,0,0,0,0,,0,,0
ENV SCI, 196L,1,"SPREYER, K        ",0,6,4,2,0,0,0,0,0,0,0,0,0,0,,0,,3
ENV SCI, 196L,2,"MENDEZ, P K       ",0,12,1,0,0,0,0,0,0,0,0,0,0,0,,0,,1
ENV SCI, 196L,4,"HARTE, J          ",1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ENV SCI, 196L,14,"POTTS, M          ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
ISF,61,1,"KLEE, E B         ",0,15,8,10,9,1,2,1,1,0,1,0,2,16,,2,,0
ISF, 100A,1,"BHANDARI, R       ",0,15,14,16,10,2,5,1,2,0,1,0,2,5,,2,,1
ISF, 100A,2,"EHRLICH, R M      ",0,3,3,8,4,4,8,8,2,2,1,0,2,7,,1,,0
ISF, 100B,1,"WREN, G P         ",2,12,9,7,7,4,7,2,1,2,1,0,0,7,,0,,0
ISF, 100D,1,"HOLUB, R W        ",5,14,10,9,7,3,2,3,1,0,1,0,0,23,,2,,0
ISF, 100E,1,"TALWALKER, C      ",3,20,16,6,6,2,0,0,0,0,1,0,1,8,,1,,2
ISF,189,2,"BHANDARI, R       ",0,17,5,1,5,0,0,1,0,0,0,0,2,0,,1,,1
ISF,190,1,"KLEE, E B         ",0,1,0,6,3,1,1,0,0,1,0,0,1,0,,0,,0
ISF,190,2,"WREN, G P         ",0,3,5,3,1,0,1,0,0,0,0,0,0,0,,0,,6
ISF,190,4,"BHANDARI, R       ",1,7,3,4,2,1,0,1,0,0,0,0,0,0,,0,,1
ISF,C101,1,"WALKER, R A       ",0,0,1,1,3,3,0,0,0,0,0,0,1,0,,0,,0
ISF,H195,1,"KLEE, E B         ",0,3,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
MEDIAST,10,1,"JACKSON, J        ",0,44,55,48,43,19,9,7,4,1,3,0,4,9,,1,,0
MEDIAST,102,1,"RETZINGER, J P    ",0,31,44,47,51,17,7,12,5,0,0,2,3,2,,2,,0
MEDIAST, 104B,1,"GOLDSTEIN, T J    ",4,12,17,22,27,12,2,4,1,0,2,0,3,6,,0,,0
MEDIAST, 104D,1,"KING, G           ",3,5,10,8,12,7,1,1,0,1,0,0,0,2,,0,,1
MEDIAST,130,1,"RETZINGER, J P    ",0,4,7,12,11,5,2,1,0,0,0,0,1,0,,1,,0
MEDIAST,180,1,"JACKSON, J        ",0,4,12,9,11,4,2,3,0,0,0,0,1,2,,0,,0
MEDIAST,190,1,"DRUMMOND, W J     ",1,31,7,1,0,0,0,0,0,0,0,0,0,1,,0,,1
MEDIAST,198,1,"JACKSON, J        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
RELIGST, 090A,1,"HENDEL, R S       ",0,29,13,12,9,1,0,2,0,0,1,0,2,6,,4,,2
RELIGST,190,1,"ELM, S            ",1,2,4,3,2,2,0,0,0,0,0,0,0,1,,0,,0
RELIGST,C108,1,"OLSEN, C G        ",2,6,10,2,1,3,0,0,0,0,0,0,0,4,,1,,0
RELIGST,C109,1,"REJHON, A C       ",0,5,3,2,2,0,1,1,0,1,0,0,0,2,,2,,0
RELIGST,C135,1,"EFRON, J          ",0,0,1,0,1,0,1,1,0,0,0,0,0,1,,0,,0
RELIGST,C162,1,"LITTLE, L R       ",0,3,0,1,1,0,0,0,0,0,0,0,0,0,,0,,2
RELIGST,C165,1,"GOLDMAN, R P      ",0,18,9,3,1,3,0,0,0,0,0,0,3,2,,0,,0
UGIS, 081B,1,"ALFORD, S         ",0,0,0,0,0,0,0,0,0,0,0,0,0,9,,1,,0
UGIS,110,1,"SAXTON, M         ",0,27,10,4,2,1,0,0,0,0,0,0,1,0,,0,,0
UGIS,120,1,"KRAMSCH, C J      ",1,19,5,2,2,0,0,1,0,0,0,0,0,0,,2,,1
UGIS, 160A,1,"ROTH, A           ",0,1,0,0,1,0,0,0,0,0,0,0,0,1,,0,,0
UGIS, 162I,1,                  ,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
UGIS, 162J,1,"BRAVIN, J M       ",0,0,1,0,0,2,0,0,0,0,0,0,0,1,,0,,0
UGIS, 162K,1,"CAIN, B           ",0,4,2,1,0,0,0,0,0,0,0,0,0,0,,0,,0
UGIS,187,1,"SPENCER, M A      ",4,7,1,2,0,0,0,1,0,0,0,0,0,1,,0,,0
UGIS,C196W,1,"CAIN, B           ",0,2,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
CHINESE, 001A,1,"TSAI, C           ",0,5,4,2,0,0,0,0,0,0,0,0,0,3,,0,,0
CHINESE, 001A,2,"TSAI, C           ",0,4,2,1,3,1,0,1,0,0,0,0,0,7,,0,,0
CHINESE, 001A,3,"TSAI, C           ",0,9,3,2,1,0,0,1,0,0,0,0,0,3,,0,,2
CHINESE, 001A,4,"TSAI, C           ",0,12,4,0,0,1,0,0,0,0,0,0,0,4,,0,,0
CHINESE, 001A,5,"TSAI, C           ",0,10,2,2,1,1,0,0,1,0,0,0,0,4,,1,,0
CHINESE, 001A,6,"TSAI, C           ",0,10,3,2,3,0,1,0,0,0,0,0,0,4,,0,,0
CHINESE, 001A,7,"TSAI, C           ",0,8,0,2,0,0,0,0,0,0,0,0,0,6,,2,,0
CHINESE, 001A,8,"TSAI, C           ",0,11,4,0,0,1,0,0,0,0,0,0,0,1,,0,,0
CHINESE, 001X,1,"LIU, L            ",0,0,2,1,0,1,0,0,2,0,0,0,0,5,,0,,0
CHINESE, 001X,2,"LIU, L            ",0,2,3,1,0,0,0,0,1,0,0,0,0,6,,1,,0
CHINESE, 001X,3,"LIU, L            ",0,2,4,3,2,0,0,0,0,0,0,0,0,3,,0,,0
CHINESE, 001X,4,"LIU, L            ",0,3,5,1,0,0,0,0,0,0,0,0,0,6,,0,,0
CHINESE, 001Y,2,"LIN, H            ",0,10,4,0,0,0,1,0,0,0,0,0,0,1,,1,,0
CHINESE, 001Y,3,"LIN, H            ",0,9,4,2,1,0,0,0,0,0,0,0,0,2,,0,,0
CHINESE, 001Y,4,"LIN, H            ",0,6,5,3,2,1,0,0,0,0,0,0,0,0,,1,,0
CHINESE, 001Y,5,"LIN, H            ",0,6,2,0,0,1,0,0,0,0,0,0,0,5,,0,,0
CHINESE, 007A,1,"ASHMORE, R        ",0,4,9,12,9,5,0,0,0,0,0,0,0,7,,1,,0
CHINESE, 010A,1,"LIU, L            ",0,1,3,3,0,1,0,0,0,0,0,0,0,2,,1,,0
CHINESE, 010A,2,"LIU, L            ",0,8,1,2,1,0,0,0,1,0,0,0,0,2,,1,,0
CHINESE, 010A,3,"LIU, L            ",0,2,6,1,2,3,0,1,0,0,0,0,0,3,,0,,0
CHINESE, 010A,4,"LIU, L            ",0,7,1,2,1,0,0,0,0,0,0,0,0,6,,0,,0
CHINESE, 100A,2,"ZHANG, L          ",0,10,4,3,2,1,0,0,0,0,0,0,0,2,,0,,0
CHINESE, 100XA,2,"ZHANG, L          ",0,3,5,1,0,0,0,0,0,0,0,0,0,6,,0,,0
CHINESE, 100XA,3,"ZHANG, L          ",0,7,3,3,0,0,0,0,0,0,0,0,0,5,,0,,0
CHINESE, 100XA,4,"ZHANG, L          ",0,3,3,1,3,0,0,1,0,0,0,0,0,8,,0,,1
CHINESE, 100XA,5,"ZHANG, L          ",0,6,7,1,0,0,0,0,0,0,0,0,0,4,,0,,0
CHINESE,101,1,"LI, I             ",0,7,5,1,1,0,0,0,0,0,0,0,0,1,,0,,0
CHINESE,101,2,"LI, I             ",0,8,6,1,0,0,0,0,0,0,0,0,0,2,,0,,0
CHINESE,101,3,"LI, I             ",0,8,4,2,0,0,0,0,0,0,0,0,0,2,,0,,0
CHINESE, 110A,1,"ASHMORE, R        ",0,8,5,3,3,4,2,4,1,0,1,0,2,1,,1,,0
CHINESE,111,1,"LI, I             ",0,10,4,1,0,0,0,0,0,0,0,0,1,1,,0,,0
CHINESE,111,2,"LI, I             ",0,6,6,3,1,0,0,0,0,0,0,0,0,0,,0,,0
CHINESE,161,1,"CHEN, J           ",3,10,11,4,0,0,0,0,0,0,0,0,0,1,,0,,0
CHINESE,186,1,"CSIKSZENTMIHALYI, ",1,15,7,3,0,1,1,0,0,0,0,0,1,3,,0,,0
CHINESE,188,1,"MCGRATH, J C      ",0,18,5,0,0,1,0,0,0,0,0,0,0,2,,0,,0
EA LANG,109,1,"WALLACE, J        ",2,7,14,10,2,4,0,0,1,0,0,0,0,5,,0,,0
EA LANG,C050,1,"BAUMS, S          ",2,10,0,0,1,3,0,0,0,0,0,0,1,5,,2,,0
EA LANG,C120,1,"MEHENDALE, S      ",0,6,2,2,0,1,0,0,0,0,0,0,0,1,,1,,0
JAPAN, 001A,1,"TAKATA, M         ",1,6,1,5,0,0,0,3,0,0,0,0,0,2,,2,,0
JAPAN, 001A,3,"TAKATA, M         ",0,3,2,0,2,2,0,0,1,0,0,0,0,3,,0,,0
JAPAN, 001A,4,"TAKATA, M         ",0,6,3,2,1,1,0,0,0,0,1,0,0,4,,1,,0
JAPAN, 001A,5,"TAKATA, M         ",0,4,3,1,1,1,0,0,0,0,0,0,0,6,,0,,0
JAPAN, 001A,6,"TAKATA, M         ",0,4,1,3,3,2,1,0,1,1,0,0,1,2,,1,,0
JAPAN, 001A,7,"TAKATA, M         ",0,5,7,2,1,1,0,0,0,0,0,0,0,4,,0,,0
JAPAN, 001A,8,"TAKATA, M         ",2,9,1,1,2,0,0,0,0,0,0,0,0,5,,1,,0
JAPAN, 001A,9,"TAKATA, M         ",0,8,3,2,1,0,0,1,0,0,0,0,0,4,,1,,0
JAPAN, 001A,10,"TAKATA, M         ",0,6,2,1,1,3,0,0,0,0,0,0,0,4,,2,,0
JAPAN, 001A,11,"TAKATA, M         ",0,8,8,1,2,0,0,0,0,0,0,0,0,1,,2,,0
JAPAN, 001A,12,"TAKATA, M         ",1,11,2,0,1,1,1,1,0,0,1,0,0,2,,0,,0
JAPAN, 001A,13,"TAKATA, M         ",0,14,2,0,0,0,0,0,0,0,0,0,0,1,,4,,0
JAPAN, 007A,1,"WALLACE, J        ",2,16,15,9,7,4,2,3,1,0,0,0,1,10,,2,,0
JAPAN, 010A,1,"CALTABIANO, Y M   ",0,1,3,3,2,2,1,1,1,0,0,0,1,2,,0,,0
JAPAN, 010A,2,"CALTABIANO, Y M   ",0,9,1,1,2,0,1,1,0,0,0,0,0,2,,1,,0
JAPAN, 010A,3,"CALTABIANO, Y M   ",0,6,2,2,1,1,0,1,0,0,0,0,1,3,,1,,0
JAPAN, 010A,4,"CALTABIANO, Y M   ",0,11,2,0,3,0,0,0,0,0,0,1,0,5,,0,,0
JAPAN, 010A,5,"CALTABIANO, Y M   ",0,7,3,2,0,0,0,1,0,0,0,0,0,4,,0,,0
JAPAN, 010A,6,"CALTABIANO, Y M   ",0,9,0,1,1,2,0,0,0,0,0,0,0,7,,1,,0
JAPAN, 100A,1,"KAMBARA, W        ",0,5,1,2,2,1,0,1,0,0,0,0,0,2,,0,,0
JAPAN, 100A,2,"KAMBARA, W        ",1,6,3,2,3,0,0,1,0,0,0,0,0,1,,1,,0
JAPAN, 100A,3,"KAMBARA, W        ",0,4,4,3,5,2,0,0,0,0,0,0,0,0,,0,,0
JAPAN, 100A,4,"KAMBARA, W        ",0,4,8,1,2,0,0,1,0,0,0,0,0,2,,0,,0
JAPAN,101,1,"BAKER, Y K        ",0,10,3,0,0,0,0,0,0,0,0,0,0,1,,0,,0
JAPAN,103,1,"SHIBAHARA, C      ",1,7,3,2,1,0,0,0,0,0,0,0,0,2,,0,,0
JAPAN,111,1,"WALLACE, N K      ",1,6,0,0,0,0,0,0,0,0,1,0,0,0,,0,,0
JAPAN,120,1,"HORTON, H M       ",5,19,6,3,3,1,0,0,2,0,0,0,0,1,,0,,0
JAPAN,130,1,"HORTON, H M       ",0,3,1,1,0,0,0,0,1,0,0,1,0,0,,0,,0
JAPAN,159,1,"HILL, C L         ",0,3,2,3,3,0,4,1,0,1,0,0,0,0,,0,,0
JAPAN,160,1,"HASEGAWA, Y       ",0,4,0,0,5,0,0,1,0,0,0,0,0,3,,0,,0
JAPAN,163,1,"HASEGAWA, Y       ",1,9,3,0,1,0,0,0,0,0,0,0,0,1,,0,,0
JAPAN,188,1,"O'NEILL, D C      ",2,9,6,7,6,1,0,0,0,0,0,0,0,0,,0,,0
JAPAN,C115,1,"MATSUBARA, M      ",0,5,2,4,0,0,1,3,0,0,1,0,0,0,,0,,0
JAPAN,C175,1,"OWENS, M K        ",0,2,1,0,0,1,1,0,0,0,0,0,0,0,,0,,0
KOREAN, 001A,1,"CHANG, S          ",8,8,2,0,0,1,0,2,0,0,0,0,1,2,,0,,0
KOREAN, 001A,2,"CHANG, S          ",5,11,3,0,0,0,0,0,0,0,0,0,0,1,,1,,0
KOREAN, 001A,3,"CHANG, S          ",4,17,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
KOREAN, 001A,4,"CHANG, S          ",7,9,3,1,0,1,0,0,0,0,0,0,1,1,,0,,0
KOREAN, 001A,5,"CHANG, S          ",5,12,0,0,0,0,0,0,0,0,0,0,0,2,,0,,0
KOREAN, 001AX,1,"PARK, J           ",0,17,2,1,1,0,1,0,0,0,0,0,0,0,,0,,0
KOREAN, 001AX,2,"PARK, J           ",2,16,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
KOREAN, 007A,1,"SHIN, J           ",0,15,13,2,1,2,1,0,0,0,0,0,0,5,,0,,0
KOREAN, 010A,1,"KIM, M            ",0,9,6,0,1,0,0,0,0,0,0,0,0,3,,0,,0
KOREAN, 010AX,1,"KIM, M            ",0,18,4,0,0,0,0,0,1,0,0,0,0,0,,0,,0
KOREAN, 010AX,2,"KIM, M            ",1,12,6,0,2,0,0,0,0,0,0,0,0,2,,0,,0
KOREAN, 100A,1,"LEE, M            ",0,15,3,1,0,0,0,0,0,0,0,0,0,2,,0,,0
KOREAN, 100A,2,"LEE, M            ",0,17,3,1,0,0,0,0,0,0,0,0,0,0,,0,,0
KOREAN,101,1,"KO, K             ",1,18,1,0,0,0,0,0,0,0,0,0,2,1,,0,,0
KOREAN,111,1,"KO, K             ",3,15,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
